num_mes,anio,Mes,departamento,experiencia,cant_exp,cod_dpto
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,1,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,0,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,0,28
2,2015,Feb,Santander,Sin Experiencia,514,21
2,2015,Feb,Santander,1 a 6 Meses,0,21
2,2015,Feb,Santander,7 a 12 Meses,418,21
2,2015,Feb,Santander,13 a 24 Meses,165,21
2,2015,Feb,Santander,25 a 36 Meses,45,21
2,2015,Feb,Santander,37 a 60 Meses,34,21
2,2015,Feb,Santander,Mayor a 60 meses,14,21
2,2015,Feb,Santander,No especifica experiencia,111,21
2,2015,Feb,Sucre,Sin Experiencia,15,22
2,2015,Feb,Sucre,1 a 6 Meses,0,22
2,2015,Feb,Sucre,7 a 12 Meses,36,22
2,2015,Feb,Sucre,13 a 24 Meses,17,22
2,2015,Feb,Sucre,25 a 36 Meses,4,22
2,2015,Feb,Sucre,37 a 60 Meses,2,22
2,2015,Feb,Sucre,Mayor a 60 meses,1,22
2,2015,Feb,Sucre,No especifica experiencia,2,22
2,2015,Feb,Tolima,Sin Experiencia,89,23
2,2015,Feb,Tolima,1 a 6 Meses,0,23
2,2015,Feb,Tolima,7 a 12 Meses,201,23
2,2015,Feb,Tolima,13 a 24 Meses,69,23
2,2015,Feb,Tolima,25 a 36 Meses,26,23
2,2015,Feb,Tolima,37 a 60 Meses,14,23
2,2015,Feb,Tolima,Mayor a 60 meses,2,23
2,2015,Feb,Tolima,No especifica experiencia,221,23
2,2015,Feb,Valle del Cauca,Sin Experiencia,798,24
2,2015,Feb,Valle del Cauca,1 a 6 Meses,0,24
2,2015,Feb,Valle del Cauca,7 a 12 Meses,1157,24
2,2015,Feb,Valle del Cauca,13 a 24 Meses,531,24
2,2015,Feb,Valle del Cauca,25 a 36 Meses,240,24
2,2015,Feb,Valle del Cauca,37 a 60 Meses,138,24
2,2015,Feb,Valle del Cauca,Mayor a 60 meses,33,24
2,2015,Feb,Valle del Cauca,No especifica experiencia,63,24
2,2015,Feb,Vaupés,Sin Experiencia,0,32
2,2015,Feb,Vaupés,1 a 6 Meses,0,32
2,2015,Feb,Vaupés,7 a 12 Meses,1,32
2,2015,Feb,Vaupés,13 a 24 Meses,0,32
2,2015,Feb,Vaupés,25 a 36 Meses,0,32
2,2015,Feb,Vaupés,37 a 60 Meses,0,32
2,2015,Feb,Vaupés,Mayor a 60 meses,0,32
2,2015,Feb,Vaupés,No especifica experiencia,0,32
2,2015,Feb,Vichada,Sin Experiencia,0,33
2,2015,Feb,Vichada,1 a 6 Meses,0,33
2,2015,Feb,Vichada,7 a 12 Meses,3,33
2,2015,Feb,Vichada,13 a 24 Meses,0,33
2,2015,Feb,Vichada,25 a 36 Meses,0,33
2,2015,Feb,Vichada,37 a 60 Meses,0,33
2,2015,Feb,Vichada,Mayor a 60 meses,0,33
2,2015,Feb,Vichada,No especifica experiencia,0,33
3,2015,Mar,Amazonas,Sin Experiencia,11,29
3,2015,Mar,Amazonas,1 a 6 Meses,0,29
3,2015,Mar,Amazonas,7 a 12 Meses,2,29
3,2015,Mar,Amazonas,13 a 24 Meses,1,29
3,2015,Mar,Amazonas,25 a 36 Meses,0,29
3,2015,Mar,Amazonas,37 a 60 Meses,0,29
3,2015,Mar,Amazonas,Mayor a 60 meses,0,29
3,2015,Mar,Amazonas,No especifica experiencia,1,29
3,2015,Mar,Antioquia,Sin Experiencia,832,1
3,2015,Mar,Antioquia,1 a 6 Meses,0,1
3,2015,Mar,Antioquia,7 a 12 Meses,1476,1
3,2015,Mar,Antioquia,13 a 24 Meses,660,1
3,2015,Mar,Antioquia,25 a 36 Meses,352,1
3,2015,Mar,Antioquia,37 a 60 Meses,201,1
3,2015,Mar,Antioquia,Mayor a 60 meses,71,1
3,2015,Mar,Antioquia,No especifica experiencia,464,1
3,2015,Mar,Arauca,Sin Experiencia,15,25
3,2015,Mar,Arauca,1 a 6 Meses,0,25
3,2015,Mar,Arauca,7 a 12 Meses,5,25
3,2015,Mar,Arauca,13 a 24 Meses,2,25
3,2015,Mar,Arauca,25 a 36 Meses,1,25
3,2015,Mar,Arauca,37 a 60 Meses,0,25
3,2015,Mar,Arauca,Mayor a 60 meses,1,25
3,2015,Mar,Arauca,No especifica experiencia,2,25
3,2015,Mar,Atlántico,Sin Experiencia,331,2
3,2015,Mar,Atlántico,1 a 6 Meses,0,2
3,2015,Mar,Atlántico,7 a 12 Meses,481,2
3,2015,Mar,Atlántico,13 a 24 Meses,260,2
3,2015,Mar,Atlántico,25 a 36 Meses,138,2
3,2015,Mar,Atlántico,37 a 60 Meses,77,2
3,2015,Mar,Atlántico,Mayor a 60 meses,9,2
3,2015,Mar,Atlántico,No especifica experiencia,136,2
3,2015,Mar,Bogotá D.C.,Sin Experiencia,5992,3
3,2015,Mar,Bogotá D.C.,1 a 6 Meses,0,3
3,2015,Mar,Bogotá D.C.,7 a 12 Meses,16401,3
3,2015,Mar,Bogotá D.C.,13 a 24 Meses,4747,3
3,2015,Mar,Bogotá D.C.,25 a 36 Meses,2184,3
3,2015,Mar,Bogotá D.C.,37 a 60 Meses,1363,3
3,2015,Mar,Bogotá D.C.,Mayor a 60 meses,485,3
3,2015,Mar,Bogotá D.C.,No especifica experiencia,1300,3
3,2015,Mar,Bolívar,Sin Experiencia,107,4
3,2015,Mar,Bolívar,1 a 6 Meses,0,4
3,2015,Mar,Bolívar,7 a 12 Meses,213,4
3,2015,Mar,Bolívar,13 a 24 Meses,118,4
3,2015,Mar,Bolívar,25 a 36 Meses,70,4
3,2015,Mar,Bolívar,37 a 60 Meses,24,4
3,2015,Mar,Bolívar,Mayor a 60 meses,16,4
3,2015,Mar,Bolívar,No especifica experiencia,275,4
3,2015,Mar,Boyacá,Sin Experiencia,79,5
3,2015,Mar,Boyacá,1 a 6 Meses,0,5
3,2015,Mar,Boyacá,7 a 12 Meses,146,5
3,2015,Mar,Boyacá,13 a 24 Meses,46,5
3,2015,Mar,Boyacá,25 a 36 Meses,17,5
3,2015,Mar,Boyacá,37 a 60 Meses,9,5
3,2015,Mar,Boyacá,Mayor a 60 meses,4,5
3,2015,Mar,Boyacá,No especifica experiencia,9,5
3,2015,Mar,Caldas,Sin Experiencia,121,6
3,2015,Mar,Caldas,1 a 6 Meses,0,6
3,2015,Mar,Caldas,7 a 12 Meses,141,6
3,2015,Mar,Caldas,13 a 24 Meses,58,6
3,2015,Mar,Caldas,25 a 36 Meses,24,6
3,2015,Mar,Caldas,37 a 60 Meses,19,6
3,2015,Mar,Caldas,Mayor a 60 meses,3,6
3,2015,Mar,Caldas,No especifica experiencia,22,6
3,2015,Mar,Caquetá,Sin Experiencia,24,7
3,2015,Mar,Caquetá,1 a 6 Meses,0,7
3,2015,Mar,Caquetá,7 a 12 Meses,30,7
3,2015,Mar,Caquetá,13 a 24 Meses,7,7
3,2015,Mar,Caquetá,25 a 36 Meses,2,7
3,2015,Mar,Caquetá,37 a 60 Meses,4,7
3,2015,Mar,Caquetá,Mayor a 60 meses,0,7
3,2015,Mar,Caquetá,No especifica experiencia,0,7
3,2015,Mar,Casanare,Sin Experiencia,76,26
3,2015,Mar,Casanare,1 a 6 Meses,0,26
3,2015,Mar,Casanare,7 a 12 Meses,53,26
3,2015,Mar,Casanare,13 a 24 Meses,19,26
3,2015,Mar,Casanare,25 a 36 Meses,6,26
3,2015,Mar,Casanare,37 a 60 Meses,11,26
3,2015,Mar,Casanare,Mayor a 60 meses,4,26
3,2015,Mar,Casanare,No especifica experiencia,7,26
3,2015,Mar,Cauca,Sin Experiencia,13,8
3,2015,Mar,Cauca,1 a 6 Meses,0,8
3,2015,Mar,Cauca,7 a 12 Meses,57,8
3,2015,Mar,Cauca,13 a 24 Meses,25,8
3,2015,Mar,Cauca,25 a 36 Meses,12,8
3,2015,Mar,Cauca,37 a 60 Meses,4,8
3,2015,Mar,Cauca,Mayor a 60 meses,1,8
3,2015,Mar,Cauca,No especifica experiencia,145,8
3,2015,Mar,Cesar,Sin Experiencia,29,9
3,2015,Mar,Cesar,1 a 6 Meses,0,9
3,2015,Mar,Cesar,7 a 12 Meses,85,9
3,2015,Mar,Cesar,13 a 24 Meses,34,9
3,2015,Mar,Cesar,25 a 36 Meses,18,9
3,2015,Mar,Cesar,37 a 60 Meses,9,9
3,2015,Mar,Cesar,Mayor a 60 meses,1,9
3,2015,Mar,Cesar,No especifica experiencia,70,9
3,2015,Mar,Chocó,Sin Experiencia,7,12
3,2015,Mar,Chocó,1 a 6 Meses,0,12
3,2015,Mar,Chocó,7 a 12 Meses,10,12
3,2015,Mar,Chocó,13 a 24 Meses,2,12
3,2015,Mar,Chocó,25 a 36 Meses,0,12
3,2015,Mar,Chocó,37 a 60 Meses,1,12
3,2015,Mar,Chocó,Mayor a 60 meses,0,12
3,2015,Mar,Chocó,No especifica experiencia,17,12
3,2015,Mar,Córdoba,Sin Experiencia,44,10
3,2015,Mar,Córdoba,1 a 6 Meses,0,10
3,2015,Mar,Córdoba,7 a 12 Meses,67,10
3,2015,Mar,Córdoba,13 a 24 Meses,29,10
3,2015,Mar,Córdoba,25 a 36 Meses,15,10
3,2015,Mar,Córdoba,37 a 60 Meses,4,10
3,2015,Mar,Córdoba,Mayor a 60 meses,1,10
3,2015,Mar,Córdoba,No especifica experiencia,12,10
3,2015,Mar,Cundinamarca,Sin Experiencia,432,11
3,2015,Mar,Cundinamarca,1 a 6 Meses,0,11
3,2015,Mar,Cundinamarca,7 a 12 Meses,613,11
3,2015,Mar,Cundinamarca,13 a 24 Meses,137,11
3,2015,Mar,Cundinamarca,25 a 36 Meses,38,11
3,2015,Mar,Cundinamarca,37 a 60 Meses,13,11
3,2015,Mar,Cundinamarca,Mayor a 60 meses,5,11
3,2015,Mar,Cundinamarca,No especifica experiencia,63,11
3,2015,Mar,Guainía,Sin Experiencia,1,30
3,2015,Mar,Guainía,1 a 6 Meses,0,30
3,2015,Mar,Guainía,7 a 12 Meses,1,30
3,2015,Mar,Guainía,13 a 24 Meses,0,30
3,2015,Mar,Guainía,25 a 36 Meses,0,30
3,2015,Mar,Guainía,37 a 60 Meses,0,30
3,2015,Mar,Guainía,Mayor a 60 meses,0,30
3,2015,Mar,Guainía,No especifica experiencia,0,30
3,2015,Mar,Guaviare,Sin Experiencia,1,31
3,2015,Mar,Guaviare,1 a 6 Meses,0,31
3,2015,Mar,Guaviare,7 a 12 Meses,4,31
3,2015,Mar,Guaviare,13 a 24 Meses,1,31
3,2015,Mar,Guaviare,25 a 36 Meses,0,31
3,2015,Mar,Guaviare,37 a 60 Meses,0,31
3,2015,Mar,Guaviare,Mayor a 60 meses,0,31
3,2015,Mar,Guaviare,No especifica experiencia,0,31
3,2015,Mar,Huila,Sin Experiencia,27,13
3,2015,Mar,Huila,1 a 6 Meses,0,13
3,2015,Mar,Huila,7 a 12 Meses,119,13
3,2015,Mar,Huila,13 a 24 Meses,48,13
3,2015,Mar,Huila,25 a 36 Meses,18,13
3,2015,Mar,Huila,37 a 60 Meses,7,13
3,2015,Mar,Huila,Mayor a 60 meses,1,13
3,2015,Mar,Huila,No especifica experiencia,128,13
3,2015,Mar,La Guajira,Sin Experiencia,39,14
3,2015,Mar,La Guajira,1 a 6 Meses,0,14
3,2015,Mar,La Guajira,7 a 12 Meses,23,14
3,2015,Mar,La Guajira,13 a 24 Meses,6,14
3,2015,Mar,La Guajira,25 a 36 Meses,12,14
3,2015,Mar,La Guajira,37 a 60 Meses,25,14
3,2015,Mar,La Guajira,Mayor a 60 meses,9,14
3,2015,Mar,La Guajira,No especifica experiencia,47,14
3,2015,Mar,Magdalena,Sin Experiencia,32,15
3,2015,Mar,Magdalena,1 a 6 Meses,0,15
3,2015,Mar,Magdalena,7 a 12 Meses,80,15
3,2015,Mar,Magdalena,13 a 24 Meses,32,15
3,2015,Mar,Magdalena,25 a 36 Meses,13,15
3,2015,Mar,Magdalena,37 a 60 Meses,6,15
3,2015,Mar,Magdalena,Mayor a 60 meses,1,15
3,2015,Mar,Magdalena,No especifica experiencia,5,15
3,2015,Mar,Meta,Sin Experiencia,410,16
3,2015,Mar,Meta,1 a 6 Meses,0,16
3,2015,Mar,Meta,7 a 12 Meses,231,16
3,2015,Mar,Meta,13 a 24 Meses,73,16
3,2015,Mar,Meta,25 a 36 Meses,35,16
3,2015,Mar,Meta,37 a 60 Meses,13,16
3,2015,Mar,Meta,Mayor a 60 meses,11,16
3,2015,Mar,Meta,No especifica experiencia,19,16
3,2015,Mar,Nariño,Sin Experiencia,16,17
3,2015,Mar,Nariño,1 a 6 Meses,0,17
3,2015,Mar,Nariño,7 a 12 Meses,86,17
3,2015,Mar,Nariño,13 a 24 Meses,35,17
3,2015,Mar,Nariño,25 a 36 Meses,11,17
3,2015,Mar,Nariño,37 a 60 Meses,15,17
3,2015,Mar,Nariño,Mayor a 60 meses,5,17
3,2015,Mar,Nariño,No especifica experiencia,65,17
3,2015,Mar,Norte de Santander,Sin Experiencia,34,18
3,2015,Mar,Norte de Santander,1 a 6 Meses,0,18
3,2015,Mar,Norte de Santander,7 a 12 Meses,82,18
3,2015,Mar,Norte de Santander,13 a 24 Meses,28,18
3,2015,Mar,Norte de Santander,25 a 36 Meses,12,18
3,2015,Mar,Norte de Santander,37 a 60 Meses,12,18
3,2015,Mar,Norte de Santander,Mayor a 60 meses,1,18
3,2015,Mar,Norte de Santander,No especifica experiencia,89,18
3,2015,Mar,Putumayo,Sin Experiencia,18,27
3,2015,Mar,Putumayo,1 a 6 Meses,0,27
3,2015,Mar,Putumayo,7 a 12 Meses,32,27
3,2015,Mar,Putumayo,13 a 24 Meses,7,27
3,2015,Mar,Putumayo,25 a 36 Meses,3,27
3,2015,Mar,Putumayo,37 a 60 Meses,5,27
3,2015,Mar,Putumayo,Mayor a 60 meses,2,27
3,2015,Mar,Putumayo,No especifica experiencia,8,27
3,2015,Mar,Quindío,Sin Experiencia,27,19
3,2015,Mar,Quindío,1 a 6 Meses,0,19
3,2015,Mar,Quindío,7 a 12 Meses,95,19
3,2015,Mar,Quindío,13 a 24 Meses,39,19
3,2015,Mar,Quindío,25 a 36 Meses,22,19
3,2015,Mar,Quindío,37 a 60 Meses,4,19
3,2015,Mar,Quindío,Mayor a 60 meses,1,19
3,2015,Mar,Quindío,No especifica experiencia,59,19
3,2015,Mar,Risaralda,Sin Experiencia,190,20
3,2015,Mar,Risaralda,1 a 6 Meses,0,20
3,2015,Mar,Risaralda,7 a 12 Meses,270,20
3,2015,Mar,Risaralda,13 a 24 Meses,89,20
3,2015,Mar,Risaralda,25 a 36 Meses,30,20
3,2015,Mar,Risaralda,37 a 60 Meses,11,20
3,2015,Mar,Risaralda,Mayor a 60 meses,4,20
3,2015,Mar,Risaralda,No especifica experiencia,20,20
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,1,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,0,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,8,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,0,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,1,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,1,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,7,28
3,2015,Mar,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,1,28
3,2015,Mar,Santander,Sin Experiencia,351,21
3,2015,Mar,Santander,1 a 6 Meses,0,21
3,2015,Mar,Santander,7 a 12 Meses,421,21
3,2015,Mar,Santander,13 a 24 Meses,166,21
3,2015,Mar,Santander,25 a 36 Meses,69,21
3,2015,Mar,Santander,37 a 60 Meses,36,21
3,2015,Mar,Santander,Mayor a 60 meses,9,21
3,2015,Mar,Santander,No especifica experiencia,135,21
3,2015,Mar,Sucre,Sin Experiencia,32,22
3,2015,Mar,Sucre,1 a 6 Meses,0,22
3,2015,Mar,Sucre,7 a 12 Meses,39,22
3,2015,Mar,Sucre,13 a 24 Meses,20,22
3,2015,Mar,Sucre,25 a 36 Meses,7,22
3,2015,Mar,Sucre,37 a 60 Meses,8,22
3,2015,Mar,Sucre,Mayor a 60 meses,2,22
3,2015,Mar,Sucre,No especifica experiencia,0,22
3,2015,Mar,Tolima,Sin Experiencia,61,23
3,2015,Mar,Tolima,1 a 6 Meses,0,23
3,2015,Mar,Tolima,7 a 12 Meses,186,23
3,2015,Mar,Tolima,13 a 24 Meses,45,23
3,2015,Mar,Tolima,25 a 36 Meses,33,23
3,2015,Mar,Tolima,37 a 60 Meses,15,23
3,2015,Mar,Tolima,Mayor a 60 meses,2,23
3,2015,Mar,Tolima,No especifica experiencia,190,23
3,2015,Mar,Valle del Cauca,Sin Experiencia,799,24
3,2015,Mar,Valle del Cauca,1 a 6 Meses,0,24
3,2015,Mar,Valle del Cauca,7 a 12 Meses,1336,24
3,2015,Mar,Valle del Cauca,13 a 24 Meses,589,24
3,2015,Mar,Valle del Cauca,25 a 36 Meses,316,24
3,2015,Mar,Valle del Cauca,37 a 60 Meses,150,24
3,2015,Mar,Valle del Cauca,Mayor a 60 meses,24,24
3,2015,Mar,Valle del Cauca,No especifica experiencia,71,24
3,2015,Mar,Vaupés,Sin Experiencia,0,32
3,2015,Mar,Vaupés,1 a 6 Meses,0,32
3,2015,Mar,Vaupés,7 a 12 Meses,0,32
3,2015,Mar,Vaupés,13 a 24 Meses,0,32
3,2015,Mar,Vaupés,25 a 36 Meses,0,32
3,2015,Mar,Vaupés,37 a 60 Meses,0,32
3,2015,Mar,Vaupés,Mayor a 60 meses,0,32
3,2015,Mar,Vaupés,No especifica experiencia,0,32
3,2015,Mar,Vichada,Sin Experiencia,0,33
3,2015,Mar,Vichada,1 a 6 Meses,0,33
3,2015,Mar,Vichada,7 a 12 Meses,0,33
3,2015,Mar,Vichada,13 a 24 Meses,0,33
3,2015,Mar,Vichada,25 a 36 Meses,0,33
3,2015,Mar,Vichada,37 a 60 Meses,0,33
3,2015,Mar,Vichada,Mayor a 60 meses,0,33
3,2015,Mar,Vichada,No especifica experiencia,0,33
4,2015,Abr,Amazonas,Sin Experiencia,4,29
4,2015,Abr,Amazonas,1 a 6 Meses,5,29
4,2015,Abr,Amazonas,7 a 12 Meses,16,29
4,2015,Abr,Amazonas,13 a 24 Meses,1,29
4,2015,Abr,Amazonas,25 a 36 Meses,0,29
4,2015,Abr,Amazonas,37 a 60 Meses,0,29
4,2015,Abr,Amazonas,Mayor a 60 meses,1,29
4,2015,Abr,Amazonas,No especifica experiencia,0,29
4,2015,Abr,Antioquia,Sin Experiencia,889,1
4,2015,Abr,Antioquia,1 a 6 Meses,283,1
4,2015,Abr,Antioquia,7 a 12 Meses,1779,1
4,2015,Abr,Antioquia,13 a 24 Meses,797,1
4,2015,Abr,Antioquia,25 a 36 Meses,353,1
4,2015,Abr,Antioquia,37 a 60 Meses,199,1
4,2015,Abr,Antioquia,Mayor a 60 meses,63,1
4,2015,Abr,Antioquia,No especifica experiencia,391,1
4,2015,Abr,Arauca,Sin Experiencia,50,25
4,2015,Abr,Arauca,1 a 6 Meses,10,25
4,2015,Abr,Arauca,7 a 12 Meses,15,25
4,2015,Abr,Arauca,13 a 24 Meses,7,25
4,2015,Abr,Arauca,25 a 36 Meses,7,25
4,2015,Abr,Arauca,37 a 60 Meses,0,25
4,2015,Abr,Arauca,Mayor a 60 meses,2,25
4,2015,Abr,Arauca,No especifica experiencia,1,25
4,2015,Abr,Atlántico,Sin Experiencia,302,2
4,2015,Abr,Atlántico,1 a 6 Meses,112,2
4,2015,Abr,Atlántico,7 a 12 Meses,506,2
4,2015,Abr,Atlántico,13 a 24 Meses,276,2
4,2015,Abr,Atlántico,25 a 36 Meses,162,2
4,2015,Abr,Atlántico,37 a 60 Meses,85,2
4,2015,Abr,Atlántico,Mayor a 60 meses,20,2
4,2015,Abr,Atlántico,No especifica experiencia,266,2
4,2015,Abr,Bogotá D.C.,Sin Experiencia,5987,3
4,2015,Abr,Bogotá D.C.,1 a 6 Meses,563,3
4,2015,Abr,Bogotá D.C.,7 a 12 Meses,16293,3
4,2015,Abr,Bogotá D.C.,13 a 24 Meses,4848,3
4,2015,Abr,Bogotá D.C.,25 a 36 Meses,2025,3
4,2015,Abr,Bogotá D.C.,37 a 60 Meses,1346,3
4,2015,Abr,Bogotá D.C.,Mayor a 60 meses,424,3
4,2015,Abr,Bogotá D.C.,No especifica experiencia,1222,3
4,2015,Abr,Bolívar,Sin Experiencia,112,4
4,2015,Abr,Bolívar,1 a 6 Meses,24,4
4,2015,Abr,Bolívar,7 a 12 Meses,282,4
4,2015,Abr,Bolívar,13 a 24 Meses,121,4
4,2015,Abr,Bolívar,25 a 36 Meses,61,4
4,2015,Abr,Bolívar,37 a 60 Meses,55,4
4,2015,Abr,Bolívar,Mayor a 60 meses,18,4
4,2015,Abr,Bolívar,No especifica experiencia,231,4
4,2015,Abr,Boyacá,Sin Experiencia,190,5
4,2015,Abr,Boyacá,1 a 6 Meses,87,5
4,2015,Abr,Boyacá,7 a 12 Meses,194,5
4,2015,Abr,Boyacá,13 a 24 Meses,60,5
4,2015,Abr,Boyacá,25 a 36 Meses,21,5
4,2015,Abr,Boyacá,37 a 60 Meses,10,5
4,2015,Abr,Boyacá,Mayor a 60 meses,2,5
4,2015,Abr,Boyacá,No especifica experiencia,8,5
4,2015,Abr,Caldas,Sin Experiencia,161,6
4,2015,Abr,Caldas,1 a 6 Meses,42,6
4,2015,Abr,Caldas,7 a 12 Meses,199,6
4,2015,Abr,Caldas,13 a 24 Meses,59,6
4,2015,Abr,Caldas,25 a 36 Meses,28,6
4,2015,Abr,Caldas,37 a 60 Meses,15,6
4,2015,Abr,Caldas,Mayor a 60 meses,3,6
4,2015,Abr,Caldas,No especifica experiencia,18,6
4,2015,Abr,Caquetá,Sin Experiencia,36,7
4,2015,Abr,Caquetá,1 a 6 Meses,13,7
4,2015,Abr,Caquetá,7 a 12 Meses,55,7
4,2015,Abr,Caquetá,13 a 24 Meses,8,7
4,2015,Abr,Caquetá,25 a 36 Meses,5,7
4,2015,Abr,Caquetá,37 a 60 Meses,1,7
4,2015,Abr,Caquetá,Mayor a 60 meses,0,7
4,2015,Abr,Caquetá,No especifica experiencia,0,7
4,2015,Abr,Casanare,Sin Experiencia,78,26
4,2015,Abr,Casanare,1 a 6 Meses,29,26
4,2015,Abr,Casanare,7 a 12 Meses,85,26
4,2015,Abr,Casanare,13 a 24 Meses,25,26
4,2015,Abr,Casanare,25 a 36 Meses,10,26
4,2015,Abr,Casanare,37 a 60 Meses,6,26
4,2015,Abr,Casanare,Mayor a 60 meses,3,26
4,2015,Abr,Casanare,No especifica experiencia,3,26
4,2015,Abr,Cauca,Sin Experiencia,18,8
4,2015,Abr,Cauca,1 a 6 Meses,31,8
4,2015,Abr,Cauca,7 a 12 Meses,86,8
4,2015,Abr,Cauca,13 a 24 Meses,18,8
4,2015,Abr,Cauca,25 a 36 Meses,9,8
4,2015,Abr,Cauca,37 a 60 Meses,4,8
4,2015,Abr,Cauca,Mayor a 60 meses,3,8
4,2015,Abr,Cauca,No especifica experiencia,96,8
4,2015,Abr,Cesar,Sin Experiencia,37,9
4,2015,Abr,Cesar,1 a 6 Meses,30,9
4,2015,Abr,Cesar,7 a 12 Meses,109,9
4,2015,Abr,Cesar,13 a 24 Meses,47,9
4,2015,Abr,Cesar,25 a 36 Meses,14,9
4,2015,Abr,Cesar,37 a 60 Meses,16,9
4,2015,Abr,Cesar,Mayor a 60 meses,15,9
4,2015,Abr,Cesar,No especifica experiencia,66,9
4,2015,Abr,Chocó,Sin Experiencia,20,12
4,2015,Abr,Chocó,1 a 6 Meses,3,12
4,2015,Abr,Chocó,7 a 12 Meses,15,12
4,2015,Abr,Chocó,13 a 24 Meses,5,12
4,2015,Abr,Chocó,25 a 36 Meses,1,12
4,2015,Abr,Chocó,37 a 60 Meses,1,12
4,2015,Abr,Chocó,Mayor a 60 meses,0,12
4,2015,Abr,Chocó,No especifica experiencia,12,12
4,2015,Abr,Córdoba,Sin Experiencia,55,10
4,2015,Abr,Córdoba,1 a 6 Meses,37,10
4,2015,Abr,Córdoba,7 a 12 Meses,124,10
4,2015,Abr,Córdoba,13 a 24 Meses,29,10
4,2015,Abr,Córdoba,25 a 36 Meses,21,10
4,2015,Abr,Córdoba,37 a 60 Meses,9,10
4,2015,Abr,Córdoba,Mayor a 60 meses,2,10
4,2015,Abr,Córdoba,No especifica experiencia,8,10
4,2015,Abr,Cundinamarca,Sin Experiencia,528,11
4,2015,Abr,Cundinamarca,1 a 6 Meses,102,11
4,2015,Abr,Cundinamarca,7 a 12 Meses,747,11
4,2015,Abr,Cundinamarca,13 a 24 Meses,158,11
4,2015,Abr,Cundinamarca,25 a 36 Meses,41,11
4,2015,Abr,Cundinamarca,37 a 60 Meses,27,11
4,2015,Abr,Cundinamarca,Mayor a 60 meses,12,11
4,2015,Abr,Cundinamarca,No especifica experiencia,97,11
4,2015,Abr,Guainía,Sin Experiencia,0,30
4,2015,Abr,Guainía,1 a 6 Meses,13,30
4,2015,Abr,Guainía,7 a 12 Meses,10,30
4,2015,Abr,Guainía,13 a 24 Meses,1,30
4,2015,Abr,Guainía,25 a 36 Meses,1,30
4,2015,Abr,Guainía,37 a 60 Meses,0,30
4,2015,Abr,Guainía,Mayor a 60 meses,0,30
4,2015,Abr,Guainía,No especifica experiencia,0,30
4,2015,Abr,Guaviare,Sin Experiencia,1,31
4,2015,Abr,Guaviare,1 a 6 Meses,8,31
4,2015,Abr,Guaviare,7 a 12 Meses,4,31
4,2015,Abr,Guaviare,13 a 24 Meses,0,31
4,2015,Abr,Guaviare,25 a 36 Meses,0,31
4,2015,Abr,Guaviare,37 a 60 Meses,0,31
4,2015,Abr,Guaviare,Mayor a 60 meses,0,31
4,2015,Abr,Guaviare,No especifica experiencia,0,31
4,2015,Abr,Huila,Sin Experiencia,45,13
4,2015,Abr,Huila,1 a 6 Meses,47,13
4,2015,Abr,Huila,7 a 12 Meses,189,13
4,2015,Abr,Huila,13 a 24 Meses,85,13
4,2015,Abr,Huila,25 a 36 Meses,27,13
4,2015,Abr,Huila,37 a 60 Meses,8,13
4,2015,Abr,Huila,Mayor a 60 meses,5,13
4,2015,Abr,Huila,No especifica experiencia,149,13
4,2015,Abr,La Guajira,Sin Experiencia,81,14
4,2015,Abr,La Guajira,1 a 6 Meses,14,14
4,2015,Abr,La Guajira,7 a 12 Meses,46,14
4,2015,Abr,La Guajira,13 a 24 Meses,13,14
4,2015,Abr,La Guajira,25 a 36 Meses,6,14
4,2015,Abr,La Guajira,37 a 60 Meses,11,14
4,2015,Abr,La Guajira,Mayor a 60 meses,6,14
4,2015,Abr,La Guajira,No especifica experiencia,80,14
4,2015,Abr,Magdalena,Sin Experiencia,49,15
4,2015,Abr,Magdalena,1 a 6 Meses,20,15
4,2015,Abr,Magdalena,7 a 12 Meses,115,15
4,2015,Abr,Magdalena,13 a 24 Meses,52,15
4,2015,Abr,Magdalena,25 a 36 Meses,16,15
4,2015,Abr,Magdalena,37 a 60 Meses,10,15
4,2015,Abr,Magdalena,Mayor a 60 meses,9,15
4,2015,Abr,Magdalena,No especifica experiencia,6,15
4,2015,Abr,Meta,Sin Experiencia,586,16
4,2015,Abr,Meta,1 a 6 Meses,95,16
4,2015,Abr,Meta,7 a 12 Meses,356,16
